Number,MSE
5422,0.123163
5423,0.123153
5424,0.123143
5425,0.123133
5426,0.123124
5427,0.123114
5428,0.123104
5429,0.123094
5430,0.123084
5431,0.123074
5432,0.123064
5433,0.123054
5434,0.123044
5435,0.123034
5436,0.123024
5437,0.123015
5438,0.123005
5439,0.122995
5440,0.122985
5441,0.122975
5442,0.122965
5443,0.122955
5444,0.122945
5445,0.122935
5446,0.122926
5447,0.122916
5448,0.122906
5449,0.122896
5450,0.122886
5451,0.122876
5452,0.122867
5453,0.122857
5454,0.122847
5455,0.122837
5456,0.122827
5457,0.122817
5458,0.122808
5459,0.122798
5460,0.122788
5461,0.122778
5462,0.122768
5463,0.122759
5464,0.122749
5465,0.122739
5466,0.122729
5467,0.122719
5468,0.122710
5469,0.122700
5470,0.122690
5471,0.122680
5472,0.122670
5473,0.122661
5474,0.122651
5475,0.122641
5476,0.122631
5477,0.122622
5478,0.122612
5479,0.122602
5480,0.122592
5481,0.122583
5482,0.122573
5483,0.122563
5484,0.122553
5485,0.122544
5486,0.122534
5487,0.122524
5488,0.122515
5489,0.122505
5490,0.122495
5491,0.122486
5492,0.122476
5493,0.122466
5494,0.122456
5495,0.122447
5496,0.122437
5497,0.122427
5498,0.122418
5499,0.122408
5500,0.122398
5501,0.122389
5502,0.122379
5503,0.122369
5504,0.122360
5505,0.122350
5506,0.122340
5507,0.122331
5508,0.122321
5509,0.122311
5510,0.122302
5511,0.122292
5512,0.122283
5513,0.122273
5514,0.122263
5515,0.122254
5516,0.122244
5517,0.122235
5518,0.122225
5519,0.122215
5520,0.122206
5521,0.122196
5522,0.122187
5523,0.122177
5524,0.122167
5525,0.122158
5526,0.122148
5527,0.122139
5528,0.122129
5529,0.122119
5530,0.122110
5531,0.122100
5532,0.122091
5533,0.122081
5534,0.122072
5535,0.122062
5536,0.122053
5537,0.122043
5538,0.122033
5539,0.122024
5540,0.122014
5541,0.122005
5542,0.121995
5543,0.121986
5544,0.121976
5545,0.121967
5546,0.121957
5547,0.121948
5548,0.121938
5549,0.121929
5550,0.121919
5551,0.121910
5552,0.121900
5553,0.121891
5554,0.121881
5555,0.121872
5556,0.121862
5557,0.121853
5558,0.121843
5559,0.121834
5560,0.121825
5561,0.121815
5562,0.121806
5563,0.121796
5564,0.121787
5565,0.121777
5566,0.121768
5567,0.121758
5568,0.121749
5569,0.121740
5570,0.121730
5571,0.121721
5572,0.121711
5573,0.121702
5574,0.121692
5575,0.121683
5576,0.121674
5577,0.121664
5578,0.121655
5579,0.121645
5580,0.121636
5581,0.121626
5582,0.121617
5583,0.121608
5584,0.121598
5585,0.121589
5586,0.121580
5587,0.121570
5588,0.121561
5589,0.121551
5590,0.121542
5591,0.121533
5592,0.121523
5593,0.121514
5594,0.121505
5595,0.121495
5596,0.121486
5597,0.121477
5598,0.121467
5599,0.121458
5600,0.121448
5601,0.121439
5602,0.121430
5603,0.121420
5604,0.121411
5605,0.121402
5606,0.121393
5607,0.121383
5608,0.121374
5609,0.121365
5610,0.121355
5611,0.121346
5612,0.121337
5613,0.121327
5614,0.121318
5615,0.121309
5616,0.121300
5617,0.121290
5618,0.121281
5619,0.121272
5620,0.121262
5621,0.121253
5622,0.121244
5623,0.121235
5624,0.121225
5625,0.121216
5626,0.121207
5627,0.121198
5628,0.121188
5629,0.121179
5630,0.121170
5631,0.121161
5632,0.121151
5633,0.121142
5634,0.121133
5635,0.121124
5636,0.121115
5637,0.121105
5638,0.121096
5639,0.121087
5640,0.121078
5641,0.121068
5642,0.121059
5643,0.121050
5644,0.121041
5645,0.121032
5646,0.121023
5647,0.121013
5648,0.121004
5649,0.120995
5650,0.120986
5651,0.120977
5652,0.120968
5653,0.120958
5654,0.120949
5655,0.120940
5656,0.120931
5657,0.120922
5658,0.120913
5659,0.120904
5660,0.120894
5661,0.120885
5662,0.120876
5663,0.120867
5664,0.120858
5665,0.120849
5666,0.120840
5667,0.120831
5668,0.120822
5669,0.120812
5670,0.120803
5671,0.120794
5672,0.120785
5673,0.120776
5674,0.120767
5675,0.120758
5676,0.120749
5677,0.120740
5678,0.120731
5679,0.120722
5680,0.120713
5681,0.120703
5682,0.120694
5683,0.120685
5684,0.120676
5685,0.120667
5686,0.120658
5687,0.120649
5688,0.120640
5689,0.120631
5690,0.120622
5691,0.120613
5692,0.120604
5693,0.120595
5694,0.120586
5695,0.120577
5696,0.120568
5697,0.120559
5698,0.120550
5699,0.120541
5700,0.120532
5701,0.120523
5702,0.120514
5703,0.120505
5704,0.120496
5705,0.120487
5706,0.120478
5707,0.120469
5708,0.120460
5709,0.120451
5710,0.120442
5711,0.120433
5712,0.120424
5713,0.120415
5714,0.120406
5715,0.120397
5716,0.120388
5717,0.120379
5718,0.120370
5719,0.120361
5720,0.120352
5721,0.120343
5722,0.120335
5723,0.120326
5724,0.120317
5725,0.120308
5726,0.120299
5727,0.120290
5728,0.120281
5729,0.120272
5730,0.120263
5731,0.120254
5732,0.120245
5733,0.120236
5734,0.120227
5735,0.120219
5736,0.120210
5737,0.120201
5738,0.120192
5739,0.120183
5740,0.120174
5741,0.120165
5742,0.120156
5743,0.120147
5744,0.120139
5745,0.120130
5746,0.120121
5747,0.120112
5748,0.120103
5749,0.120094
5750,0.120085
5751,0.120077
5752,0.120068
5753,0.120059
5754,0.120050
5755,0.120041
5756,0.120032
5757,0.120024
5758,0.120015
5759,0.120006
5760,0.119997
5761,0.119988
5762,0.119980
5763,0.119971
5764,0.119962
5765,0.119953
5766,0.119944
5767,0.119936
5768,0.119927
5769,0.119918
5770,0.119909
5771,0.119900
5772,0.119892
5773,0.119883
5774,0.119874
5775,0.119865
5776,0.119856
5777,0.119848
5778,0.119839
5779,0.119830
5780,0.119821
5781,0.119813
5782,0.119804
5783,0.119795
5784,0.119786
5785,0.119778
5786,0.119769
5787,0.119760
5788,0.119752
5789,0.119743
5790,0.119734
5791,0.119725
5792,0.119717
5793,0.119708
5794,0.119699
5795,0.119690
5796,0.119682
5797,0.119673
5798,0.119664
5799,0.119656
5800,0.119647
5801,0.119638
5802,0.119630
5803,0.119621
5804,0.119612
5805,0.119604
5806,0.119595
5807,0.119586
5808,0.119578
5809,0.119569
5810,0.119560
5811,0.119552
5812,0.119543
5813,0.119534
5814,0.119526
5815,0.119517
5816,0.119508
5817,0.119500
5818,0.119491
5819,0.119482
5820,0.119474
5821,0.119465
5822,0.119456
5823,0.119448
5824,0.119439
5825,0.119431
5826,0.119422
5827,0.119413
5828,0.119405
5829,0.119396
5830,0.119387
5831,0.119379
5832,0.119370
5833,0.119362
5834,0.119353
5835,0.119345
5836,0.119336
5837,0.119327
5838,0.119319
5839,0.119310
5840,0.119302
5841,0.119293
5842,0.119284
5843,0.119276
5844,0.119267
5845,0.119259
5846,0.119250
5847,0.119242
5848,0.119233
5849,0.119225
5850,0.119216
5851,0.119207
5852,0.119199
5853,0.119190
5854,0.119182
5855,0.119173
5856,0.119165
5857,0.119156
5858,0.119148
5859,0.119139
5860,0.119131
5861,0.119122
5862,0.119114
5863,0.119105
5864,0.119097
5865,0.119088
5866,0.119080
5867,0.119071
5868,0.119063
5869,0.119054
5870,0.119046
5871,0.119037
5872,0.119029
5873,0.119020
5874,0.119012
5875,0.119003
5876,0.118995
5877,0.118986
5878,0.118978
5879,0.118969
5880,0.118961
5881,0.118952
5882,0.118944
5883,0.118936
5884,0.118927
5885,0.118919
5886,0.118910
5887,0.118902
5888,0.118893
5889,0.118885
5890,0.118876
5891,0.118868
5892,0.118860
5893,0.118851
5894,0.118843
5895,0.118834
5896,0.118826
5897,0.118818
5898,0.118809
5899,0.118801
5900,0.118792
5901,0.118784
5902,0.118776
5903,0.118767
5904,0.118759
5905,0.118750
5906,0.118742
5907,0.118734
5908,0.118725
5909,0.118717
5910,0.118708
5911,0.118700
5912,0.118692
5913,0.118683
5914,0.118675
5915,0.118667
5916,0.118658
5917,0.118650
5918,0.118642
5919,0.118633
5920,0.118625
5921,0.118617
5922,0.118608
5923,0.118600
5924,0.118591
5925,0.118583
5926,0.118575
5927,0.118567
5928,0.118558
5929,0.118550
5930,0.118542
5931,0.118533
5932,0.118525
5933,0.118517
5934,0.118508
5935,0.118500
5936,0.118492
5937,0.118483
5938,0.118475
5939,0.118467
5940,0.118458
5941,0.118450
5942,0.118442
5943,0.118434
5944,0.118425
5945,0.118417
5946,0.118409
5947,0.118400
5948,0.118392
5949,0.118384
5950,0.118376
5951,0.118367
5952,0.118359
5953,0.118351
5954,0.118343
5955,0.118334
5956,0.118326
5957,0.118318
5958,0.118309
5959,0.118301
5960,0.118293
5961,0.118285
5962,0.118277
5963,0.118268
5964,0.118260
5965,0.118252
5966,0.118244
5967,0.118235
5968,0.118227
5969,0.118219
5970,0.118211
5971,0.118202
5972,0.118194
5973,0.118186
5974,0.118178
5975,0.118170
5976,0.118161
5977,0.118153
5978,0.118145
5979,0.118137
5980,0.118129
5981,0.118121
5982,0.118112
5983,0.118104
5984,0.118096
5985,0.118088
5986,0.118080
5987,0.118072
5988,0.118063
5989,0.118055
5990,0.118047
5991,0.118039
5992,0.118031
5993,0.118023
5994,0.118015
5995,0.118006
5996,0.117998
5997,0.117990
5998,0.117982
5999,0.117974
6000,0.117966
6001,0.117958
6002,0.117950
6003,0.117941
6004,0.117933
6005,0.117925
6006,0.117917
6007,0.117909
6008,0.117901
6009,0.117893
6010,0.117885
6011,0.117877
6012,0.117868
6013,0.117860
6014,0.117852
6015,0.117844
6016,0.117836
6017,0.117828
6018,0.117820
6019,0.117812
6020,0.117804
6021,0.117796
6022,0.117788
6023,0.117780
6024,0.117772
6025,0.117764
6026,0.117755
6027,0.117747
6028,0.117739
6029,0.117731
6030,0.117723
6031,0.117715
6032,0.117707
6033,0.117699
6034,0.117691
6035,0.117683
6036,0.117675
6037,0.117667
6038,0.117659
6039,0.117651
6040,0.117643
6041,0.117635
6042,0.117627
6043,0.117619
6044,0.117611
6045,0.117603
6046,0.117595
6047,0.117587
6048,0.117579
6049,0.117571
6050,0.117563
6051,0.117555
6052,0.117547
6053,0.117539
6054,0.117531
6055,0.117523
6056,0.117515
6057,0.117507
6058,0.117499
6059,0.117491
6060,0.117483
6061,0.117475
6062,0.117467
6063,0.117459
6064,0.117451
6065,0.117443
6066,0.117435
6067,0.117427
6068,0.117420
6069,0.117412
6070,0.117404
6071,0.117396
6072,0.117388
6073,0.117380
6074,0.117372
6075,0.117364
6076,0.117356
6077,0.117348
6078,0.117340
6079,0.117332
6080,0.117324
6081,0.117316
6082,0.117309
6083,0.117301
6084,0.117293
6085,0.117285
6086,0.117277
6087,0.117269
6088,0.117261
6089,0.117253
6090,0.117245
6091,0.117238
6092,0.117230
6093,0.117222
6094,0.117214
6095,0.117206
6096,0.117198
6097,0.117190
6098,0.117182
6099,0.117175
6100,0.117167
6101,0.117159
6102,0.117151
6103,0.117143
6104,0.117135
6105,0.117127
6106,0.117120
6107,0.117112
6108,0.117104
6109,0.117096
6110,0.117088
6111,0.117080
6112,0.117073
6113,0.117065
6114,0.117057
6115,0.117049
6116,0.117041
6117,0.117033
6118,0.117026
6119,0.117018
6120,0.117010
6121,0.117002
6122,0.116994
6123,0.116986
6124,0.116979
6125,0.116971
6126,0.116963
6127,0.116955
6128,0.116947
6129,0.116940
6130,0.116932
6131,0.116924
6132,0.116916
6133,0.116909
6134,0.116901
6135,0.116893
6136,0.116885
6137,0.116877
6138,0.116870
6139,0.116862
6140,0.116854
6141,0.116846
6142,0.116839
6143,0.116831
6144,0.116823
6145,0.116815
6146,0.116808
6147,0.116800
6148,0.116792
6149,0.116784
6150,0.116777
6151,0.116769
6152,0.116761
6153,0.116753
6154,0.116746
6155,0.116738
6156,0.116730
6157,0.116722
6158,0.116715
6159,0.116707
6160,0.116699
6161,0.116692
6162,0.116684
6163,0.116676
6164,0.116668
6165,0.116661
6166,0.116653
6167,0.116645
6168,0.116638
6169,0.116630
6170,0.116622
6171,0.116614
6172,0.116607
6173,0.116599
6174,0.116591
6175,0.116584
6176,0.116576
6177,0.116568
6178,0.116561
6179,0.116553
6180,0.116545
6181,0.116538
6182,0.116530
6183,0.116522
6184,0.116515
6185,0.116507
6186,0.116499
6187,0.116492
6188,0.116484
6189,0.116476
6190,0.116469
6191,0.116461
6192,0.116454
6193,0.116446
6194,0.116438
6195,0.116431
6196,0.116423
6197,0.116415
6198,0.116408
6199,0.116400
6200,0.116393
6201,0.116385
6202,0.116377
6203,0.116370
6204,0.116362
6205,0.116354
6206,0.116347
6207,0.116339
6208,0.116332
6209,0.116324
6210,0.116316
6211,0.116309
6212,0.116301
6213,0.116294
6214,0.116286
6215,0.116278
6216,0.116271
6217,0.116263
6218,0.116256
6219,0.116248
6220,0.116240
6221,0.116233
6222,0.116225
6223,0.116218
6224,0.116210
6225,0.116203
6226,0.116195
6227,0.116187
6228,0.116180
6229,0.116172
6230,0.116165
6231,0.116157
6232,0.116150
6233,0.116142
6234,0.116135
6235,0.116127
6236,0.116120
6237,0.116112
6238,0.116104
6239,0.116097
6240,0.116089
6241,0.116082
6242,0.116074
6243,0.116067
6244,0.116059
6245,0.116052
6246,0.116044
6247,0.116037
6248,0.116029
6249,0.116022
6250,0.116014
6251,0.116007
6252,0.115999
6253,0.115992
6254,0.115984
6255,0.115977
6256,0.115969
6257,0.115962
6258,0.115954
6259,0.115947
6260,0.115939
6261,0.115932
6262,0.115924
6263,0.115917
6264,0.115909
6265,0.115902
6266,0.115894
6267,0.115887
6268,0.115879
6269,0.115872
6270,0.115865
6271,0.115857
6272,0.115850
6273,0.115842
6274,0.115835
6275,0.115827
6276,0.115820
6277,0.115812
6278,0.115805
6279,0.115798
6280,0.115790
6281,0.115783
6282,0.115775
6283,0.115768
6284,0.115760
6285,0.115753
6286,0.115746
6287,0.115738
6288,0.115731
6289,0.115723
6290,0.115716
6291,0.115708
6292,0.115701
6293,0.115694
6294,0.115686
6295,0.115679
6296,0.115671
6297,0.115664
6298,0.115657
6299,0.115649
6300,0.115642
6301,0.115634
6302,0.115627
6303,0.115620
6304,0.115612
6305,0.115605
6306,0.115598
6307,0.115590
6308,0.115583
6309,0.115575
6310,0.115568
6311,0.115561
6312,0.115553
6313,0.115546
6314,0.115539
6315,0.115531
6316,0.115524
6317,0.115517
6318,0.115509
6319,0.115502
6320,0.115495
6321,0.115487
6322,0.115480
6323,0.115473
6324,0.115465
6325,0.115458
6326,0.115450
6327,0.115443
6328,0.115436
6329,0.115428
6330,0.115421
6331,0.115414
6332,0.115407
6333,0.115399
6334,0.115392
6335,0.115385
6336,0.115377
6337,0.115370
6338,0.115363
6339,0.115355
6340,0.115348
6341,0.115341
6342,0.115333
6343,0.115326
6344,0.115319
6345,0.115312
6346,0.115304
6347,0.115297
6348,0.115290
6349,0.115282
6350,0.115275
6351,0.115268
6352,0.115261
6353,0.115253
6354,0.115246
6355,0.115239
6356,0.115231
6357,0.115224
6358,0.115217
6359,0.115210
6360,0.115202
6361,0.115195
6362,0.115188
6363,0.115181
6364,0.115173
6365,0.115166
6366,0.115159
6367,0.115152
6368,0.115145
6369,0.115137
6370,0.115130
6371,0.115123
6372,0.115116
6373,0.115108
6374,0.115101
6375,0.115094
6376,0.115087
6377,0.115080
6378,0.115072
6379,0.115065
6380,0.115058
6381,0.115051
6382,0.115044
6383,0.115036
6384,0.115029
6385,0.115022
6386,0.115015
6387,0.115008
6388,0.115001
6389,0.114993
6390,0.114986
6391,0.114979
6392,0.114972
6393,0.114965
6394,0.114958
6395,0.114950
6396,0.114943
6397,0.114936
6398,0.114929
6399,0.114922
6400,0.114915
6401,0.114907
6402,0.114900
6403,0.114893
6404,0.114886
6405,0.114879
6406,0.114872
6407,0.114865
6408,0.114857
6409,0.114850
6410,0.114843
6411,0.114836
6412,0.114829
6413,0.114822
6414,0.114815
6415,0.114808
6416,0.114801
6417,0.114793
6418,0.114786
6419,0.114779
6420,0.114772
6421,0.114765
6422,0.114758
6423,0.114751
6424,0.114744
6425,0.114737
6426,0.114729
6427,0.114722
6428,0.114715
6429,0.114708
6430,0.114701
6431,0.114694
6432,0.114687
6433,0.114680
6434,0.114673
6435,0.114666
6436,0.114659
6437,0.114652
6438,0.114645
6439,0.114637
6440,0.114630
6441,0.114623
6442,0.114616
6443,0.114609
6444,0.114602
6445,0.114595
6446,0.114588
6447,0.114581
6448,0.114574
6449,0.114567
6450,0.114560
6451,0.114553
6452,0.114546
6453,0.114539
6454,0.114532
6455,0.114525
6456,0.114518
6457,0.114511
6458,0.114504
6459,0.114497
6460,0.114490
6461,0.114483
6462,0.114476
6463,0.114469
6464,0.114462
6465,0.114455
6466,0.114448
6467,0.114441
6468,0.114434
6469,0.114427
6470,0.114420
6471,0.114413
6472,0.114406
6473,0.114399
6474,0.114392
6475,0.114385
6476,0.114378
6477,0.114371
6478,0.114364
6479,0.114357
6480,0.114350
6481,0.114343
6482,0.114336
6483,0.114329
6484,0.114322
6485,0.114315
6486,0.114308
6487,0.114301
6488,0.114294
6489,0.114287
6490,0.114280
6491,0.114273
6492,0.114266
6493,0.114259
6494,0.114252
6495,0.114245
6496,0.114238
6497,0.114231
6498,0.114225
6499,0.114218
6500,0.114211
6501,0.114204
6502,0.114197
6503,0.114190
6504,0.114183
6505,0.114176
6506,0.114169
6507,0.114162
6508,0.114155
6509,0.114148
6510,0.114141
6511,0.114135
6512,0.114128
6513,0.114121
6514,0.114114
6515,0.114107
6516,0.114100
6517,0.114093
6518,0.114086
6519,0.114079
6520,0.114073
6521,0.114066
6522,0.114059
6523,0.114052
6524,0.114045
6525,0.114038
6526,0.114031
6527,0.114024
6528,0.114017
6529,0.114011
6530,0.114004
6531,0.113997
6532,0.113990
6533,0.113983
6534,0.113976
6535,0.113969
6536,0.113963
6537,0.113956
6538,0.113949
6539,0.113942
6540,0.113935
6541,0.113928
6542,0.113921
6543,0.113915
6544,0.113908
6545,0.113901
6546,0.113894
6547,0.113887
6548,0.113880
6549,0.113874
6550,0.113867
6551,0.113860
6552,0.113853
6553,0.113846
6554,0.113840
6555,0.113833
6556,0.113826
6557,0.113819
6558,0.113812
6559,0.113805
6560,0.113799
6561,0.113792
6562,0.113785
6563,0.113778
6564,0.113771
6565,0.113765
6566,0.113758
6567,0.113751
6568,0.113744
6569,0.113737
6570,0.113731
6571,0.113724
6572,0.113717
6573,0.113710
6574,0.113704
6575,0.113697
6576,0.113690
6577,0.113683
6578,0.113676
6579,0.113670
6580,0.113663
6581,0.113656
6582,0.113649
6583,0.113643
6584,0.113636
6585,0.113629
6586,0.113622
6587,0.113616
6588,0.113609
6589,0.113602
6590,0.113595
6591,0.113589
6592,0.113582
6593,0.113575
6594,0.113568
6595,0.113562
6596,0.113555
6597,0.113548
6598,0.113542
6599,0.113535
6600,0.113528
6601,0.113521
6602,0.113515
6603,0.113508
6604,0.113501
6605,0.113495
6606,0.113488
6607,0.113481
6608,0.113474
6609,0.113468
6610,0.113461
6611,0.113454
6612,0.113448
6613,0.113441
6614,0.113434
6615,0.113427
6616,0.113421
6617,0.113414
6618,0.113407
6619,0.113401
6620,0.113394
6621,0.113387
6622,0.113381
6623,0.113374
6624,0.113367
6625,0.113361
6626,0.113354
6627,0.113347
6628,0.113341
6629,0.113334
6630,0.113327
6631,0.113321
6632,0.113314
6633,0.113307
6634,0.113301
6635,0.113294
6636,0.113287
6637,0.113281
6638,0.113274
6639,0.113267
6640,0.113261
6641,0.113254
6642,0.113247
6643,0.113241
6644,0.113234
6645,0.113227
6646,0.113221
6647,0.113214
6648,0.113207
6649,0.113201
6650,0.113194
6651,0.113188
6652,0.113181
6653,0.113174
6654,0.113168
6655,0.113161
6656,0.113154
6657,0.113148
6658,0.113141
6659,0.113135
6660,0.113128
6661,0.113121
6662,0.113115
6663,0.113108
6664,0.113102
6665,0.113095
6666,0.113088
6667,0.113082
6668,0.113075
6669,0.113069
6670,0.113062
6671,0.113055
6672,0.113049
6673,0.113042
6674,0.113036
6675,0.113029
6676,0.113022
6677,0.113016
6678,0.113009
6679,0.113003
6680,0.112996
6681,0.112990
6682,0.112983
6683,0.112976
6684,0.112970
6685,0.112963
6686,0.112957
6687,0.112950
6688,0.112944
6689,0.112937
6690,0.112930
6691,0.112924
6692,0.112917
6693,0.112911
6694,0.112904
6695,0.112898
6696,0.112891
6697,0.112885
6698,0.112878
6699,0.112871
6700,0.112865
6701,0.112858
6702,0.112852
6703,0.112845
6704,0.112839
6705,0.112832
6706,0.112826
6707,0.112819
6708,0.112813
6709,0.112806
6710,0.112800
6711,0.112793
6712,0.112787
6713,0.112780
6714,0.112774
6715,0.112767
6716,0.112761
6717,0.112754
6718,0.112748
6719,0.112741
6720,0.112734
6721,0.112728
6722,0.112721
6723,0.112715
6724,0.112709
6725,0.112702
6726,0.112696
6727,0.112689
6728,0.112683
6729,0.112676
6730,0.112670
6731,0.112663
6732,0.112657
6733,0.112650
6734,0.112644
6735,0.112637
6736,0.112631
6737,0.112624
6738,0.112618
6739,0.112611
6740,0.112605
6741,0.112598
6742,0.112592
6743,0.112585
6744,0.112579
6745,0.112573
6746,0.112566
6747,0.112560
6748,0.112553
6749,0.112547
6750,0.112540
6751,0.112534
6752,0.112527
6753,0.112521
6754,0.112515
6755,0.112508
6756,0.112502
6757,0.112495
6758,0.112489
6759,0.112482
6760,0.112476
6761,0.112470
6762,0.112463
6763,0.112457
6764,0.112450
6765,0.112444
6766,0.112437
6767,0.112431
6768,0.112425
6769,0.112418
6770,0.112412
6771,0.112405
6772,0.112399
6773,0.112393
6774,0.112386
6775,0.112380
6776,0.112373
6777,0.112367
6778,0.112361
6779,0.112354
6780,0.112348
6781,0.112341
6782,0.112335
6783,0.112329
6784,0.112322
6785,0.112316
6786,0.112310
6787,0.112303
6788,0.112297
6789,0.112290
6790,0.112284
6791,0.112278
6792,0.112271
6793,0.112265
6794,0.112259
6795,0.112252
6796,0.112246
6797,0.112240
6798,0.112233
6799,0.112227
6800,0.112221
6801,0.112214
6802,0.112208
6803,0.112201
6804,0.112195
6805,0.112189
6806,0.112182
6807,0.112176
6808,0.112170
6809,0.112164
6810,0.112157
6811,0.112151
6812,0.112145
6813,0.112138
6814,0.112132
6815,0.112126
6816,0.112119
6817,0.112113
6818,0.112107
6819,0.112100
6820,0.112094
6821,0.112088
6822,0.112081
6823,0.112075
6824,0.112069
6825,0.112063
6826,0.112056
6827,0.112050
6828,0.112044
6829,0.112037
6830,0.112031
6831,0.112025
6832,0.112019
6833,0.112012
6834,0.112006
6835,0.112000
6836,0.111993
6837,0.111987
6838,0.111981
6839,0.111975
6840,0.111968
6841,0.111962
6842,0.111956
6843,0.111950
6844,0.111943
6845,0.111937
6846,0.111931
6847,0.111925
6848,0.111918
6849,0.111912
6850,0.111906
6851,0.111900
6852,0.111893
6853,0.111887
6854,0.111881
6855,0.111875
6856,0.111869
6857,0.111862
6858,0.111856
6859,0.111850
6860,0.111844
6861,0.111837
6862,0.111831
6863,0.111825
6864,0.111819
6865,0.111813
6866,0.111806
6867,0.111800
6868,0.111794
6869,0.111788
6870,0.111782
6871,0.111775
6872,0.111769
6873,0.111763
6874,0.111757
6875,0.111751
6876,0.111744
6877,0.111738
6878,0.111732
6879,0.111726
6880,0.111720
6881,0.111713
6882,0.111707
6883,0.111701
6884,0.111695
6885,0.111689
6886,0.111682
6887,0.111676
6888,0.111670
6889,0.111664
6890,0.111658
6891,0.111652
6892,0.111645
6893,0.111639
6894,0.111633
6895,0.111627
6896,0.111621
6897,0.111615
6898,0.111608
6899,0.111602
6900,0.111596
6901,0.111590
6902,0.111584
6903,0.111578
6904,0.111572
6905,0.111565
6906,0.111559
6907,0.111553
6908,0.111547
6909,0.111541
6910,0.111535
6911,0.111529
6912,0.111523
6913,0.111516
6914,0.111510
6915,0.111504
6916,0.111498
6917,0.111492
6918,0.111486
6919,0.111480
6920,0.111474
6921,0.111467
6922,0.111461
6923,0.111455
6924,0.111449
6925,0.111443
6926,0.111437
6927,0.111431
6928,0.111425
6929,0.111419
6930,0.111412
6931,0.111406
6932,0.111400
6933,0.111394
6934,0.111388
6935,0.111382
6936,0.111376
6937,0.111370
6938,0.111364
6939,0.111358
6940,0.111352
6941,0.111346
6942,0.111339
6943,0.111333
6944,0.111327
6945,0.111321
6946,0.111315
6947,0.111309
6948,0.111303
6949,0.111297
6950,0.111291
6951,0.111285
6952,0.111279
6953,0.111273
6954,0.111267
6955,0.111261
6956,0.111255
6957,0.111248
6958,0.111242
6959,0.111236
6960,0.111230
6961,0.111224
6962,0.111218
6963,0.111212
6964,0.111206
6965,0.111200
6966,0.111194
6967,0.111188
6968,0.111182
6969,0.111176
6970,0.111170
6971,0.111164
6972,0.111158
6973,0.111152
6974,0.111146
6975,0.111140
6976,0.111134
6977,0.111128
6978,0.111122
6979,0.111116
6980,0.111110
6981,0.111104
6982,0.111098
6983,0.111092
6984,0.111086
6985,0.111080
6986,0.111074
6987,0.111068
6988,0.111062
6989,0.111056
6990,0.111050
6991,0.111044
6992,0.111038
6993,0.111032
6994,0.111026
6995,0.111020
6996,0.111014
6997,0.111008
6998,0.111002
6999,0.110996
7000,0.110990
7001,0.110984
7002,0.110978
7003,0.110972
7004,0.110966
7005,0.110960
7006,0.110954
7007,0.110948
7008,0.110942
7009,0.110936
7010,0.110930
7011,0.110924
7012,0.110918
7013,0.110912
7014,0.110906
7015,0.110900
7016,0.110894
7017,0.110889
7018,0.110883
7019,0.110877
7020,0.110871
7021,0.110865
7022,0.110859
7023,0.110853
7024,0.110847
7025,0.110841
7026,0.110835
7027,0.110829
7028,0.110823
7029,0.110817
7030,0.110811
7031,0.110805
7032,0.110799
7033,0.110793
7034,0.110788
7035,0.110782
7036,0.110776
7037,0.110770
7038,0.110764
7039,0.110758
7040,0.110752
7041,0.110746
7042,0.110740
7043,0.110734
7044,0.110728
7045,0.110722
7046,0.110716
7047,0.110711
7048,0.110705
7049,0.110699
7050,0.110693
7051,0.110687
7052,0.110681
7053,0.110675
7054,0.110669
7055,0.110663
7056,0.110658
7057,0.110652
7058,0.110646
7059,0.110640
7060,0.110634
7061,0.110628
7062,0.110622
7063,0.110616
7064,0.110610
7065,0.110605
7066,0.110599
7067,0.110593
7068,0.110587
7069,0.110581
7070,0.110575
7071,0.110569
7072,0.110563
7073,0.110558
7074,0.110552
7075,0.110546
7076,0.110540
7077,0.110534
7078,0.110528
7079,0.110522
7080,0.110517
7081,0.110511
7082,0.110505
7083,0.110499
7084,0.110493
7085,0.110487
7086,0.110482
7087,0.110476
7088,0.110470
7089,0.110464
7090,0.110458
7091,0.110452
7092,0.110447
7093,0.110441
7094,0.110435
7095,0.110429
7096,0.110423
7097,0.110417
7098,0.110412
7099,0.110406
7100,0.110400
7101,0.110394
7102,0.110388
7103,0.110383
7104,0.110377
7105,0.110371
7106,0.110365
7107,0.110359
7108,0.110353
7109,0.110348
7110,0.110342
7111,0.110336
7112,0.110330
7113,0.110324
7114,0.110319
7115,0.110313
7116,0.110307
7117,0.110301
7118,0.110296
7119,0.110290
7120,0.110284
7121,0.110278
7122,0.110272
7123,0.110267
7124,0.110261
7125,0.110255
7126,0.110249
7127,0.110243
7128,0.110238
7129,0.110232
7130,0.110226
7131,0.110220
7132,0.110215
7133,0.110209
7134,0.110203
7135,0.110197
7136,0.110192
7137,0.110186
7138,0.110180
7139,0.110174
7140,0.110169
7141,0.110163
7142,0.110157
7143,0.110151
7144,0.110145
7145,0.110140
7146,0.110134
7147,0.110128
7148,0.110122
7149,0.110117
7150,0.110111
7151,0.110105
7152,0.110099
7153,0.110094
7154,0.110088
7155,0.110082
7156,0.110077
7157,0.110071
7158,0.110065
7159,0.110059
7160,0.110054
7161,0.110048
7162,0.110042
7163,0.110036
7164,0.110031
7165,0.110025
7166,0.110019
7167,0.110014
7168,0.110008
7169,0.110002
7170,0.109996
