Number,MSE
10197,0.097841
10198,0.097839
10199,0.097836
10200,0.097833
10201,0.097830
10202,0.097827
10203,0.097825
10204,0.097822
10205,0.097819
10206,0.097816
10207,0.097813
10208,0.097810
10209,0.097808
10210,0.097805
10211,0.097802
10212,0.097799
10213,0.097796
10214,0.097794
10215,0.097791
10216,0.097788
10217,0.097785
10218,0.097782
10219,0.097779
10220,0.097777
10221,0.097774
10222,0.097771
10223,0.097768
10224,0.097765
10225,0.097763
10226,0.097760
10227,0.097757
10228,0.097754
10229,0.097751
10230,0.097749
10231,0.097746
10232,0.097743
10233,0.097740
10234,0.097737
10235,0.097735
10236,0.097732
10237,0.097729
10238,0.097726
10239,0.097723
10240,0.097720
10241,0.097718
10242,0.097715
10243,0.097712
10244,0.097709
10245,0.097706
10246,0.097704
10247,0.097701
10248,0.097698
10249,0.097695
10250,0.097693
10251,0.097690
10252,0.097687
10253,0.097684
10254,0.097681
10255,0.097679
10256,0.097676
10257,0.097673
10258,0.097670
10259,0.097667
10260,0.097665
10261,0.097662
10262,0.097659
10263,0.097656
10264,0.097653
10265,0.097651
10266,0.097648
10267,0.097645
10268,0.097642
10269,0.097639
10270,0.097637
10271,0.097634
10272,0.097631
10273,0.097628
10274,0.097626
10275,0.097623
10276,0.097620
10277,0.097617
10278,0.097614
10279,0.097612
10280,0.097609
10281,0.097606
10282,0.097603
10283,0.097601
10284,0.097598
10285,0.097595
10286,0.097592
10287,0.097589
10288,0.097587
10289,0.097584
10290,0.097581
10291,0.097578
10292,0.097576
10293,0.097573
10294,0.097570
10295,0.097567
10296,0.097564
10297,0.097562
10298,0.097559
10299,0.097556
10300,0.097553
10301,0.097551
10302,0.097548
10303,0.097545
10304,0.097542
10305,0.097540
10306,0.097537
10307,0.097534
10308,0.097531
10309,0.097528
10310,0.097526
10311,0.097523
10312,0.097520
10313,0.097517
10314,0.097515
10315,0.097512
10316,0.097509
10317,0.097506
10318,0.097504
10319,0.097501
10320,0.097498
10321,0.097495
10322,0.097493
10323,0.097490
10324,0.097487
10325,0.097484
10326,0.097482
10327,0.097479
10328,0.097476
10329,0.097473
10330,0.097471
10331,0.097468
10332,0.097465
10333,0.097462
10334,0.097460
10335,0.097457
10336,0.097454
10337,0.097451
10338,0.097449
10339,0.097446
10340,0.097443
10341,0.097440
10342,0.097438
10343,0.097435
10344,0.097432
10345,0.097429
10346,0.097427
10347,0.097424
10348,0.097421
10349,0.097418
10350,0.097416
10351,0.097413
10352,0.097410
10353,0.097407
10354,0.097405
10355,0.097402
10356,0.097399
10357,0.097396
10358,0.097394
10359,0.097391
10360,0.097388
10361,0.097385
10362,0.097383
10363,0.097380
10364,0.097377
10365,0.097375
10366,0.097372
10367,0.097369
10368,0.097366
10369,0.097364
10370,0.097361
10371,0.097358
10372,0.097355
10373,0.097353
10374,0.097350
10375,0.097347
10376,0.097344
10377,0.097342
10378,0.097339
10379,0.097336
10380,0.097334
10381,0.097331
10382,0.097328
10383,0.097325
10384,0.097323
10385,0.097320
10386,0.097317
10387,0.097315
10388,0.097312
10389,0.097309
10390,0.097306
10391,0.097304
10392,0.097301
10393,0.097298
10394,0.097295
10395,0.097293
10396,0.097290
10397,0.097287
10398,0.097285
10399,0.097282
10400,0.097279
10401,0.097276
10402,0.097274
10403,0.097271
10404,0.097268
10405,0.097266
10406,0.097263
10407,0.097260
10408,0.097257
10409,0.097255
10410,0.097252
10411,0.097249
10412,0.097247
10413,0.097244
10414,0.097241
10415,0.097238
10416,0.097236
10417,0.097233
10418,0.097230
10419,0.097228
10420,0.097225
10421,0.097222
10422,0.097220
10423,0.097217
10424,0.097214
10425,0.097211
10426,0.097209
10427,0.097206
10428,0.097203
10429,0.097201
10430,0.097198
10431,0.097195
10432,0.097193
10433,0.097190
10434,0.097187
10435,0.097184
10436,0.097182
10437,0.097179
10438,0.097176
10439,0.097174
10440,0.097171
10441,0.097168
10442,0.097166
10443,0.097163
10444,0.097160
10445,0.097157
10446,0.097155
10447,0.097152
10448,0.097149
10449,0.097147
10450,0.097144
10451,0.097141
10452,0.097139
10453,0.097136
10454,0.097133
10455,0.097131
10456,0.097128
10457,0.097125
10458,0.097123
10459,0.097120
10460,0.097117
10461,0.097114
10462,0.097112
10463,0.097109
10464,0.097106
10465,0.097104
10466,0.097101
10467,0.097098
10468,0.097096
10469,0.097093
10470,0.097090
10471,0.097088
10472,0.097085
10473,0.097082
10474,0.097080
10475,0.097077
10476,0.097074
10477,0.097072
10478,0.097069
10479,0.097066
10480,0.097064
10481,0.097061
10482,0.097058
10483,0.097056
10484,0.097053
10485,0.097050
10486,0.097048
10487,0.097045
10488,0.097042
10489,0.097039
10490,0.097037
10491,0.097034
10492,0.097031
10493,0.097029
10494,0.097026
10495,0.097023
10496,0.097021
10497,0.097018
10498,0.097015
10499,0.097013
10500,0.097010
10501,0.097007
10502,0.097005
10503,0.097002
10504,0.096999
10505,0.096997
10506,0.096994
10507,0.096992
10508,0.096989
10509,0.096986
10510,0.096984
10511,0.096981
10512,0.096978
10513,0.096976
10514,0.096973
10515,0.096970
10516,0.096968
10517,0.096965
10518,0.096962
10519,0.096960
10520,0.096957
10521,0.096954
10522,0.096952
10523,0.096949
10524,0.096946
10525,0.096944
10526,0.096941
10527,0.096938
10528,0.096936
10529,0.096933
10530,0.096930
10531,0.096928
10532,0.096925
10533,0.096923
10534,0.096920
10535,0.096917
10536,0.096915
10537,0.096912
10538,0.096909
10539,0.096907
10540,0.096904
10541,0.096901
10542,0.096899
10543,0.096896
10544,0.096893
10545,0.096891
10546,0.096888
10547,0.096885
10548,0.096883
10549,0.096880
10550,0.096878
10551,0.096875
10552,0.096872
10553,0.096870
10554,0.096867
10555,0.096864
10556,0.096862
10557,0.096859
10558,0.096856
10559,0.096854
10560,0.096851
10561,0.096849
10562,0.096846
10563,0.096843
10564,0.096841
10565,0.096838
10566,0.096835
10567,0.096833
10568,0.096830
10569,0.096828
10570,0.096825
10571,0.096822
10572,0.096820
10573,0.096817
10574,0.096814
10575,0.096812
10576,0.096809
10577,0.096806
10578,0.096804
10579,0.096801
10580,0.096799
10581,0.096796
10582,0.096793
10583,0.096791
10584,0.096788
10585,0.096785
10586,0.096783
10587,0.096780
10588,0.096778
10589,0.096775
10590,0.096772
10591,0.096770
10592,0.096767
10593,0.096764
10594,0.096762
10595,0.096759
10596,0.096757
10597,0.096754
10598,0.096751
10599,0.096749
10600,0.096746
10601,0.096743
10602,0.096741
10603,0.096738
10604,0.096736
10605,0.096733
10606,0.096730
10607,0.096728
10608,0.096725
10609,0.096723
10610,0.096720
10611,0.096717
10612,0.096715
10613,0.096712
10614,0.096709
10615,0.096707
10616,0.096704
10617,0.096702
10618,0.096699
10619,0.096696
10620,0.096694
10621,0.096691
10622,0.096689
10623,0.096686
10624,0.096683
10625,0.096681
10626,0.096678
10627,0.096676
10628,0.096673
10629,0.096670
10630,0.096668
10631,0.096665
10632,0.096662
10633,0.096660
10634,0.096657
10635,0.096655
10636,0.096652
10637,0.096649
10638,0.096647
10639,0.096644
10640,0.096642
10641,0.096639
10642,0.096636
10643,0.096634
10644,0.096631
10645,0.096629
10646,0.096626
10647,0.096623
10648,0.096621
10649,0.096618
10650,0.096616
10651,0.096613
10652,0.096611
10653,0.096608
10654,0.096605
10655,0.096603
10656,0.096600
10657,0.096598
10658,0.096595
10659,0.096592
10660,0.096590
10661,0.096587
10662,0.096585
10663,0.096582
10664,0.096579
10665,0.096577
10666,0.096574
10667,0.096572
10668,0.096569
10669,0.096566
10670,0.096564
10671,0.096561
10672,0.096559
10673,0.096556
10674,0.096554
10675,0.096551
10676,0.096548
10677,0.096546
10678,0.096543
10679,0.096541
10680,0.096538
10681,0.096535
10682,0.096533
10683,0.096530
10684,0.096528
10685,0.096525
10686,0.096523
10687,0.096520
10688,0.096517
10689,0.096515
10690,0.096512
10691,0.096510
10692,0.096507
10693,0.096505
10694,0.096502
10695,0.096499
10696,0.096497
10697,0.096494
10698,0.096492
10699,0.096489
10700,0.096487
10701,0.096484
10702,0.096481
10703,0.096479
10704,0.096476
10705,0.096474
10706,0.096471
10707,0.096469
10708,0.096466
10709,0.096463
10710,0.096461
10711,0.096458
10712,0.096456
10713,0.096453
10714,0.096451
10715,0.096448
10716,0.096445
10717,0.096443
10718,0.096440
10719,0.096438
10720,0.096435
10721,0.096433
10722,0.096430
10723,0.096428
10724,0.096425
10725,0.096422
10726,0.096420
10727,0.096417
10728,0.096415
10729,0.096412
10730,0.096410
10731,0.096407
10732,0.096404
10733,0.096402
10734,0.096399
10735,0.096397
10736,0.096394
10737,0.096392
10738,0.096389
10739,0.096387
10740,0.096384
10741,0.096381
10742,0.096379
10743,0.096376
10744,0.096374
10745,0.096371
10746,0.096369
10747,0.096366
10748,0.096364
10749,0.096361
10750,0.096359
10751,0.096356
10752,0.096353
10753,0.096351
10754,0.096348
10755,0.096346
10756,0.096343
10757,0.096341
10758,0.096338
10759,0.096336
10760,0.096333
10761,0.096331
10762,0.096328
10763,0.096325
10764,0.096323
10765,0.096320
10766,0.096318
10767,0.096315
10768,0.096313
10769,0.096310
10770,0.096308
10771,0.096305
10772,0.096303
10773,0.096300
10774,0.096298
10775,0.096295
10776,0.096292
10777,0.096290
10778,0.096287
10779,0.096285
10780,0.096282
10781,0.096280
10782,0.096277
10783,0.096275
10784,0.096272
10785,0.096270
10786,0.096267
10787,0.096265
10788,0.096262
10789,0.096260
10790,0.096257
10791,0.096254
10792,0.096252
10793,0.096249
10794,0.096247
10795,0.096244
10796,0.096242
10797,0.096239
10798,0.096237
10799,0.096234
10800,0.096232
10801,0.096229
10802,0.096227
10803,0.096224
10804,0.096222
10805,0.096219
10806,0.096217
10807,0.096214
10808,0.096212
10809,0.096209
10810,0.096207
10811,0.096204
10812,0.096202
10813,0.096199
10814,0.096196
10815,0.096194
10816,0.096191
10817,0.096189
10818,0.096186
10819,0.096184
10820,0.096181
10821,0.096179
10822,0.096176
10823,0.096174
10824,0.096171
10825,0.096169
10826,0.096166
10827,0.096164
10828,0.096161
10829,0.096159
10830,0.096156
10831,0.096154
10832,0.096151
10833,0.096149
10834,0.096146
10835,0.096144
10836,0.096141
10837,0.096139
10838,0.096136
10839,0.096134
10840,0.096131
10841,0.096129
10842,0.096126
10843,0.096124
10844,0.096121
10845,0.096119
10846,0.096116
10847,0.096114
10848,0.096111
10849,0.096109
10850,0.096106
10851,0.096104
10852,0.096101
10853,0.096099
10854,0.096096
10855,0.096094
10856,0.096091
10857,0.096089
10858,0.096086
10859,0.096084
10860,0.096081
10861,0.096079
10862,0.096076
10863,0.096074
10864,0.096071
10865,0.096069
10866,0.096066
10867,0.096064
10868,0.096061
10869,0.096059
10870,0.096056
10871,0.096054
10872,0.096051
10873,0.096049
10874,0.096046
10875,0.096044
10876,0.096041
10877,0.096039
10878,0.096036
10879,0.096034
10880,0.096031
10881,0.096029
10882,0.096026
10883,0.096024
10884,0.096021
10885,0.096019
10886,0.096016
10887,0.096014
10888,0.096011
10889,0.096009
10890,0.096006
10891,0.096004
10892,0.096002
10893,0.095999
10894,0.095997
10895,0.095994
10896,0.095992
10897,0.095989
10898,0.095987
10899,0.095984
10900,0.095982
10901,0.095979
10902,0.095977
10903,0.095974
10904,0.095972
10905,0.095969
10906,0.095967
10907,0.095964
10908,0.095962
10909,0.095959
10910,0.095957
10911,0.095954
10912,0.095952
10913,0.095949
10914,0.095947
10915,0.095945
10916,0.095942
10917,0.095940
10918,0.095937
10919,0.095935
10920,0.095932
10921,0.095930
10922,0.095927
10923,0.095925
10924,0.095922
10925,0.095920
10926,0.095917
10927,0.095915
10928,0.095912
10929,0.095910
10930,0.095908
10931,0.095905
10932,0.095903
10933,0.095900
10934,0.095898
10935,0.095895
10936,0.095893
10937,0.095890
10938,0.095888
10939,0.095885
10940,0.095883
10941,0.095880
10942,0.095878
10943,0.095876
10944,0.095873
10945,0.095871
10946,0.095868
10947,0.095866
10948,0.095863
10949,0.095861
10950,0.095858
10951,0.095856
10952,0.095853
10953,0.095851
10954,0.095849
10955,0.095846
10956,0.095844
10957,0.095841
10958,0.095839
10959,0.095836
10960,0.095834
10961,0.095831
10962,0.095829
10963,0.095826
10964,0.095824
10965,0.095822
10966,0.095819
10967,0.095817
10968,0.095814
10969,0.095812
10970,0.095809
10971,0.095807
10972,0.095804
10973,0.095802
10974,0.095800
10975,0.095797
10976,0.095795
10977,0.095792
10978,0.095790
10979,0.095787
10980,0.095785
10981,0.095782
10982,0.095780
10983,0.095778
10984,0.095775
10985,0.095773
10986,0.095770
10987,0.095768
10988,0.095765
10989,0.095763
10990,0.095760
10991,0.095758
10992,0.095756
10993,0.095753
10994,0.095751
10995,0.095748
10996,0.095746
10997,0.095743
10998,0.095741
10999,0.095739
11000,0.095736
11001,0.095734
11002,0.095731
11003,0.095729
11004,0.095726
11005,0.095724
11006,0.095722
11007,0.095719
11008,0.095717
11009,0.095714
11010,0.095712
11011,0.095709
11012,0.095707
11013,0.095705
11014,0.095702
11015,0.095700
11016,0.095697
11017,0.095695
11018,0.095692
11019,0.095690
11020,0.095688
11021,0.095685
11022,0.095683
11023,0.095680
11024,0.095678
11025,0.095675
11026,0.095673
11027,0.095671
11028,0.095668
11029,0.095666
11030,0.095663
11031,0.095661
11032,0.095659
11033,0.095656
11034,0.095654
11035,0.095651
11036,0.095649
11037,0.095646
11038,0.095644
11039,0.095642
11040,0.095639
11041,0.095637
11042,0.095634
11043,0.095632
11044,0.095630
11045,0.095627
11046,0.095625
11047,0.095622
11048,0.095620
11049,0.095617
11050,0.095615
11051,0.095613
11052,0.095610
11053,0.095608
11054,0.095605
11055,0.095603
11056,0.095601
11057,0.095598
11058,0.095596
11059,0.095593
11060,0.095591
11061,0.095589
11062,0.095586
11063,0.095584
11064,0.095581
11065,0.095579
11066,0.095577
11067,0.095574
11068,0.095572
11069,0.095569
11070,0.095567
11071,0.095564
11072,0.095562
11073,0.095560
11074,0.095557
11075,0.095555
11076,0.095552
11077,0.095550
11078,0.095548
11079,0.095545
11080,0.095543
11081,0.095540
11082,0.095538
11083,0.095536
11084,0.095533
11085,0.095531
11086,0.095529
11087,0.095526
11088,0.095524
11089,0.095521
11090,0.095519
11091,0.095517
11092,0.095514
11093,0.095512
11094,0.095509
11095,0.095507
11096,0.095505
11097,0.095502
11098,0.095500
11099,0.095497
11100,0.095495
11101,0.095493
11102,0.095490
11103,0.095488
11104,0.095485
11105,0.095483
11106,0.095481
11107,0.095478
11108,0.095476
11109,0.095474
11110,0.095471
11111,0.095469
11112,0.095466
11113,0.095464
11114,0.095462
11115,0.095459
11116,0.095457
11117,0.095454
11118,0.095452
11119,0.095450
11120,0.095447
11121,0.095445
11122,0.095443
11123,0.095440
11124,0.095438
11125,0.095435
11126,0.095433
11127,0.095431
11128,0.095428
11129,0.095426
11130,0.095424
11131,0.095421
11132,0.095419
11133,0.095416
11134,0.095414
11135,0.095412
11136,0.095409
11137,0.095407
11138,0.095405
11139,0.095402
11140,0.095400
11141,0.095397
11142,0.095395
11143,0.095393
11144,0.095390
11145,0.095388
11146,0.095386
11147,0.095383
11148,0.095381
11149,0.095378
11150,0.095376
11151,0.095374
11152,0.095371
11153,0.095369
11154,0.095367
11155,0.095364
11156,0.095362
11157,0.095360
11158,0.095357
11159,0.095355
11160,0.095352
11161,0.095350
11162,0.095348
11163,0.095345
11164,0.095343
11165,0.095341
11166,0.095338
11167,0.095336
11168,0.095334
11169,0.095331
11170,0.095329
11171,0.095326
11172,0.095324
11173,0.095322
11174,0.095319
11175,0.095317
11176,0.095315
11177,0.095312
11178,0.095310
11179,0.095308
11180,0.095305
11181,0.095303
11182,0.095301
11183,0.095298
11184,0.095296
11185,0.095293
11186,0.095291
11187,0.095289
11188,0.095286
11189,0.095284
11190,0.095282
11191,0.095279
11192,0.095277
11193,0.095275
11194,0.095272
11195,0.095270
11196,0.095268
11197,0.095265
11198,0.095263
11199,0.095261
11200,0.095258
11201,0.095256
11202,0.095254
11203,0.095251
11204,0.095249
11205,0.095246
11206,0.095244
11207,0.095242
11208,0.095239
11209,0.095237
11210,0.095235
11211,0.095232
11212,0.095230
11213,0.095228
11214,0.095225
11215,0.095223
11216,0.095221
11217,0.095218
11218,0.095216
11219,0.095214
11220,0.095211
11221,0.095209
11222,0.095207
11223,0.095204
11224,0.095202
11225,0.095200
11226,0.095197
11227,0.095195
11228,0.095193
11229,0.095190
11230,0.095188
11231,0.095186
11232,0.095183
11233,0.095181
11234,0.095179
11235,0.095176
11236,0.095174
11237,0.095172
11238,0.095169
11239,0.095167
11240,0.095165
11241,0.095162
11242,0.095160
11243,0.095158
11244,0.095155
11245,0.095153
11246,0.095151
11247,0.095148
11248,0.095146
11249,0.095144
11250,0.095141
11251,0.095139
11252,0.095137
11253,0.095134
11254,0.095132
11255,0.095130
11256,0.095127
11257,0.095125
11258,0.095123
11259,0.095120
11260,0.095118
11261,0.095116
11262,0.095113
11263,0.095111
11264,0.095109
11265,0.095107
11266,0.095104
11267,0.095102
11268,0.095100
11269,0.095097
11270,0.095095
11271,0.095093
11272,0.095090
11273,0.095088
11274,0.095086
11275,0.095083
11276,0.095081
11277,0.095079
11278,0.095076
11279,0.095074
11280,0.095072
11281,0.095069
11282,0.095067
11283,0.095065
11284,0.095063
11285,0.095060
11286,0.095058
11287,0.095056
11288,0.095053
11289,0.095051
11290,0.095049
11291,0.095046
11292,0.095044
11293,0.095042
11294,0.095039
11295,0.095037
11296,0.095035
11297,0.095033
11298,0.095030
11299,0.095028
11300,0.095026
11301,0.095023
11302,0.095021
11303,0.095019
11304,0.095016
11305,0.095014
11306,0.095012
11307,0.095009
11308,0.095007
11309,0.095005
11310,0.095003
11311,0.095000
11312,0.094998
11313,0.094996
11314,0.094993
11315,0.094991
11316,0.094989
11317,0.094986
11318,0.094984
11319,0.094982
11320,0.094980
11321,0.094977
11322,0.094975
11323,0.094973
11324,0.094970
11325,0.094968
11326,0.094966
11327,0.094963
11328,0.094961
11329,0.094959
11330,0.094957
11331,0.094954
11332,0.094952
11333,0.094950
11334,0.094947
11335,0.094945
11336,0.094943
11337,0.094941
11338,0.094938
11339,0.094936
11340,0.094934
11341,0.094931
11342,0.094929
11343,0.094927
11344,0.094925
11345,0.094922
11346,0.094920
11347,0.094918
11348,0.094915
11349,0.094913
11350,0.094911
11351,0.094909
11352,0.094906
11353,0.094904
11354,0.094902
11355,0.094899
11356,0.094897
11357,0.094895
11358,0.094893
11359,0.094890
11360,0.094888
11361,0.094886
11362,0.094883
11363,0.094881
11364,0.094879
11365,0.094877
11366,0.094874
11367,0.094872
11368,0.094870
11369,0.094867
11370,0.094865
11371,0.094863
11372,0.094861
11373,0.094858
11374,0.094856
11375,0.094854
11376,0.094852
11377,0.094849
11378,0.094847
11379,0.094845
11380,0.094842
11381,0.094840
11382,0.094838
11383,0.094836
11384,0.094833
11385,0.094831
11386,0.094829
11387,0.094827
11388,0.094824
11389,0.094822
11390,0.094820
11391,0.094817
11392,0.094815
11393,0.094813
11394,0.094811
11395,0.094808
11396,0.094806
11397,0.094804
11398,0.094802
11399,0.094799
11400,0.094797
11401,0.094795
11402,0.094793
11403,0.094790
11404,0.094788
11405,0.094786
11406,0.094783
11407,0.094781
11408,0.094779
11409,0.094777
11410,0.094774
11411,0.094772
11412,0.094770
11413,0.094768
11414,0.094765
11415,0.094763
11416,0.094761
11417,0.094759
11418,0.094756
11419,0.094754
11420,0.094752
11421,0.094750
11422,0.094747
11423,0.094745
11424,0.094743
11425,0.094741
11426,0.094738
11427,0.094736
11428,0.094734
11429,0.094732
11430,0.094729
11431,0.094727
11432,0.094725
11433,0.094723
11434,0.094720
11435,0.094718
11436,0.094716
11437,0.094714
11438,0.094711
11439,0.094709
11440,0.094707
11441,0.094705
11442,0.094702
11443,0.094700
11444,0.094698
11445,0.094696
11446,0.094693
11447,0.094691
11448,0.094689
11449,0.094687
11450,0.094684
11451,0.094682
11452,0.094680
11453,0.094678
11454,0.094675
11455,0.094673
11456,0.094671
11457,0.094669
11458,0.094666
11459,0.094664
11460,0.094662
11461,0.094660
11462,0.094657
11463,0.094655
11464,0.094653
11465,0.094651
11466,0.094648
11467,0.094646
11468,0.094644
11469,0.094642
11470,0.094639
11471,0.094637
11472,0.094635
11473,0.094633
11474,0.094630
11475,0.094628
11476,0.094626
11477,0.094624
11478,0.094622
11479,0.094619
11480,0.094617
11481,0.094615
11482,0.094613
11483,0.094610
11484,0.094608
11485,0.094606
11486,0.094604
11487,0.094601
11488,0.094599
11489,0.094597
11490,0.094595
11491,0.094593
11492,0.094590
11493,0.094588
11494,0.094586
11495,0.094584
11496,0.094581
11497,0.094579
11498,0.094577
11499,0.094575
11500,0.094572
11501,0.094570
11502,0.094568
11503,0.094566
11504,0.094564
11505,0.094561
11506,0.094559
11507,0.094557
11508,0.094555
11509,0.094552
11510,0.094550
11511,0.094548
11512,0.094546
11513,0.094544
11514,0.094541
11515,0.094539
11516,0.094537
11517,0.094535
11518,0.094532
11519,0.094530
11520,0.094528
11521,0.094526
11522,0.094524
11523,0.094521
11524,0.094519
11525,0.094517
11526,0.094515
11527,0.094513
11528,0.094510
11529,0.094508
11530,0.094506
11531,0.094504
11532,0.094501
11533,0.094499
11534,0.094497
11535,0.094495
11536,0.094493
11537,0.094490
11538,0.094488
11539,0.094486
11540,0.094484
11541,0.094482
11542,0.094479
11543,0.094477
11544,0.094475
11545,0.094473
11546,0.094470
11547,0.094468
11548,0.094466
11549,0.094464
11550,0.094462
11551,0.094459
11552,0.094457
11553,0.094455
11554,0.094453
11555,0.094451
11556,0.094448
11557,0.094446
11558,0.094444
11559,0.094442
11560,0.094440
11561,0.094437
11562,0.094435
11563,0.094433
11564,0.094431
11565,0.094429
11566,0.094426
11567,0.094424
11568,0.094422
11569,0.094420
11570,0.094418
11571,0.094415
11572,0.094413
11573,0.094411
11574,0.094409
11575,0.094407
11576,0.094404
11577,0.094402
11578,0.094400
11579,0.094398
11580,0.094396
11581,0.094393
11582,0.094391
11583,0.094389
11584,0.094387
11585,0.094385
11586,0.094382
11587,0.094380
11588,0.094378
11589,0.094376
11590,0.094374
11591,0.094371
11592,0.094369
11593,0.094367
11594,0.094365
11595,0.094363
11596,0.094361
11597,0.094358
11598,0.094356
11599,0.094354
11600,0.094352
11601,0.094350
11602,0.094347
11603,0.094345
11604,0.094343
11605,0.094341
11606,0.094339
11607,0.094336
11608,0.094334
11609,0.094332
11610,0.094330
11611,0.094328
11612,0.094326
11613,0.094323
11614,0.094321
11615,0.094319
11616,0.094317
11617,0.094315
11618,0.094312
11619,0.094310
11620,0.094308
11621,0.094306
11622,0.094304
11623,0.094302
11624,0.094299
11625,0.094297
11626,0.094295
11627,0.094293
11628,0.094291
11629,0.094288
11630,0.094286
11631,0.094284
11632,0.094282
11633,0.094280
11634,0.094278
11635,0.094275
11636,0.094273
11637,0.094271
11638,0.094269
11639,0.094267
11640,0.094265
11641,0.094262
11642,0.094260
11643,0.094258
11644,0.094256
11645,0.094254
11646,0.094252
11647,0.094249
11648,0.094247
11649,0.094245
11650,0.094243
11651,0.094241
11652,0.094239
11653,0.094236
11654,0.094234
11655,0.094232
11656,0.094230
11657,0.094228
11658,0.094226
11659,0.094223
11660,0.094221
11661,0.094219
11662,0.094217
11663,0.094215
11664,0.094213
11665,0.094210
11666,0.094208
11667,0.094206
11668,0.094204
11669,0.094202
11670,0.094200
11671,0.094197
11672,0.094195
11673,0.094193
11674,0.094191
11675,0.094189
11676,0.094187
11677,0.094184
11678,0.094182
11679,0.094180
11680,0.094178
11681,0.094176
11682,0.094174
11683,0.094171
11684,0.094169
11685,0.094167
11686,0.094165
11687,0.094163
11688,0.094161
11689,0.094159
11690,0.094156
11691,0.094154
11692,0.094152
11693,0.094150
11694,0.094148
11695,0.094146
11696,0.094143
11697,0.094141
11698,0.094139
11699,0.094137
11700,0.094135
11701,0.094133
11702,0.094131
11703,0.094128
11704,0.094126
11705,0.094124
11706,0.094122
11707,0.094120
11708,0.094118
11709,0.094116
11710,0.094113
11711,0.094111
11712,0.094109
11713,0.094107
11714,0.094105
11715,0.094103
11716,0.094100
11717,0.094098
11718,0.094096
11719,0.094094
11720,0.094092
11721,0.094090
11722,0.094088
11723,0.094085
11724,0.094083
11725,0.094081
11726,0.094079
11727,0.094077
11728,0.094075
11729,0.094073
11730,0.094071
11731,0.094068
11732,0.094066
11733,0.094064
11734,0.094062
11735,0.094060
11736,0.094058
11737,0.094056
11738,0.094053
11739,0.094051
11740,0.094049
11741,0.094047
11742,0.094045
11743,0.094043
11744,0.094041
11745,0.094038
11746,0.094036
11747,0.094034
11748,0.094032
11749,0.094030
11750,0.094028
11751,0.094026
11752,0.094024
11753,0.094021
11754,0.094019
11755,0.094017
11756,0.094015
11757,0.094013
11758,0.094011
11759,0.094009
11760,0.094006
11761,0.094004
11762,0.094002
11763,0.094000
11764,0.093998
11765,0.093996
11766,0.093994
11767,0.093992
11768,0.093989
11769,0.093987
11770,0.093985
11771,0.093983
11772,0.093981
11773,0.093979
11774,0.093977
11775,0.093975
11776,0.093972
11777,0.093970
11778,0.093968
11779,0.093966
11780,0.093964
11781,0.093962
11782,0.093960
11783,0.093958
11784,0.093955
11785,0.093953
11786,0.093951
11787,0.093949
11788,0.093947
11789,0.093945
11790,0.093943
11791,0.093941
11792,0.093939
11793,0.093936
11794,0.093934
11795,0.093932
11796,0.093930
11797,0.093928
11798,0.093926
11799,0.093924
11800,0.093922
11801,0.093920
11802,0.093917
11803,0.093915
11804,0.093913
11805,0.093911
11806,0.093909
11807,0.093907
11808,0.093905
11809,0.093903
11810,0.093900
11811,0.093898
11812,0.093896
11813,0.093894
11814,0.093892
11815,0.093890
11816,0.093888
11817,0.093886
11818,0.093884
11819,0.093882
11820,0.093879
11821,0.093877
11822,0.093875
11823,0.093873
11824,0.093871
11825,0.093869
11826,0.093867
11827,0.093865
11828,0.093863
11829,0.093860
11830,0.093858
11831,0.093856
11832,0.093854
11833,0.093852
11834,0.093850
11835,0.093848
11836,0.093846
11837,0.093844
11838,0.093842
11839,0.093839
11840,0.093837
11841,0.093835
11842,0.093833
11843,0.093831
11844,0.093829
11845,0.093827
11846,0.093825
11847,0.093823
11848,0.093821
11849,0.093818
11850,0.093816
11851,0.093814
11852,0.093812
11853,0.093810
11854,0.093808
11855,0.093806
11856,0.093804
11857,0.093802
11858,0.093800
11859,0.093797
11860,0.093795
11861,0.093793
11862,0.093791
11863,0.093789
11864,0.093787
11865,0.093785
11866,0.093783
11867,0.093781
11868,0.093779
11869,0.093777
11870,0.093774
11871,0.093772
11872,0.093770
11873,0.093768
11874,0.093766
11875,0.093764
11876,0.093762
11877,0.093760
11878,0.093758
11879,0.093756
11880,0.093754
11881,0.093752
11882,0.093749
11883,0.093747
11884,0.093745
11885,0.093743
11886,0.093741
11887,0.093739
11888,0.093737
11889,0.093735
11890,0.093733
11891,0.093731
11892,0.093729
11893,0.093727
11894,0.093724
11895,0.093722
11896,0.093720
11897,0.093718
11898,0.093716
11899,0.093714
11900,0.093712
11901,0.093710
11902,0.093708
11903,0.093706
11904,0.093704
11905,0.093702
11906,0.093699
11907,0.093697
11908,0.093695
11909,0.093693
11910,0.093691
11911,0.093689
11912,0.093687
11913,0.093685
11914,0.093683
11915,0.093681
11916,0.093679
11917,0.093677
11918,0.093675
11919,0.093673
11920,0.093670
11921,0.093668
11922,0.093666
11923,0.093664
11924,0.093662
11925,0.093660
11926,0.093658
11927,0.093656
11928,0.093654
11929,0.093652
11930,0.093650
11931,0.093648
11932,0.093646
11933,0.093644
11934,0.093641
11935,0.093639
11936,0.093637
11937,0.093635
11938,0.093633
11939,0.093631
11940,0.093629
11941,0.093627
11942,0.093625
11943,0.093623
11944,0.093621
11945,0.093619
